trial,period_days
120,40.57177839519511
121,40.57174470320683
122,40.57178718138357
123,40.57171022334967
124,40.57185355903812
125,40.57169171809926
126,40.57170199843563
127,40.57165659082045
128,40.571747747239556
129,40.57174072136627
130,40.57166144246844
131,40.57182344107514
132,40.57173745588261
133,40.57169348659795
134,40.571702193633655
135,40.57179354991251
136,40.571601524180096
137,40.571784965678376
138,40.57175206810621
139,40.57181673699699
140,40.57178471079396
141,40.57170667703292
142,40.571896851543556
143,40.57175721347869
144,40.57171971866819
145,40.57172293918518
146,40.5716590226981
147,40.57177185103967
148,40.57177366249573
149,40.571777084957716
150,40.57181282104398
151,40.57172645884657
152,40.571781655947575
153,40.571703394593214
154,40.571708212759404
155,40.57184407792852
156,40.57173995318942
157,40.57169427258657
158,40.57183151901745
159,40.57157007525018
160,40.57178541393512
161,40.57171547666337
162,40.57173543664737
163,40.57165941365133
164,40.57164931733871
165,40.57164971845168
166,40.57179985914365
167,40.57168440890291
168,40.5717456199385
169,40.57179282032473
170,40.57178565741992
171,40.5716505665622
172,40.571779685989554
173,40.57161872315976
174,40.571797264683596
175,40.57173154695431
176,40.57175568102491
177,40.57172388325648
178,40.571701197244806
179,40.57180099029199
180,40.571677605711216
181,40.5717059369307
182,40.57176068813612
183,40.571673992790124
184,40.57181006908024
185,40.57161188263717
186,40.571869351624855
187,40.57176211669719
188,40.57163329737182
189,40.5718425256141
190,40.5716135762417
191,40.57170187884151
192,40.571852219113566
193,40.571739962894526
194,40.57173077850689
195,40.57179864202453
196,40.57179918397094
197,40.5716587659407
198,40.57182372480236
199,40.5716916775624
200,40.57175356534731
201,40.57163025263185
202,40.57165941802032
203,40.57165713515076
204,40.571686726493795
205,40.57167989382242
206,40.57156793716615
207,40.57168278726158
208,40.57169306489823
209,40.57164817619673
210,40.571751436851514
211,40.57167323656529
212,40.57165318294733
213,40.57178868065694
214,40.57182307782148
215,40.57171722148678
216,40.5717083747345
217,40.571787943722825
218,40.57169257199985
219,40.57161499062204
220,40.57165534650119
221,40.571825706672826
222,40.57174650606919
223,40.57163804755294
224,40.571692172504754
225,40.57179659939982
226,40.57171380774366
227,40.57167445522225
228,40.57168618143555
229,40.57179502539168
230,40.57159381668089
231,40.57169151544258
232,40.571722796150766
233,40.571710242463155
234,40.57160529095961
235,40.571843618901994
236,40.57175114845245
237,40.571744265955886
238,40.57174008726133
239,40.571605340941005
240,40.57168701239482
241,40.571755317172006
242,40.571795419830096
243,40.57178150043762
244,40.57176266627914
245,40.57189991330904
246,40.57175249859324
247,40.571664715993506
248,40.571682596649225
249,40.57176635681162
250,40.57170804789564
251,40.571762321331676
252,40.571809379568094
253,40.571797052600914
254,40.571693810862484
255,40.571789785945725
256,40.5718007115961
257,40.57167933280641
258,40.571725353569946
259,40.571818774056965
260,40.57186589030334
261,40.57160653996664
262,40.57169218036199
263,40.57167865722363
264,40.57172791723053
265,40.57171627838932
266,40.57176564238307
267,40.57183259400267
268,40.571824367945624
269,40.571876968066135
270,40.57170464466435
271,40.57176309704619
272,40.571711057828566
273,40.57169153402526
274,40.57163120434302
275,40.57161305087743
276,40.571922685932236
277,40.57184443035703
278,40.57176207897385
279,40.57180797765727
280,40.571731686845396
281,40.57163888033847
282,40.57176374233018
283,40.57164910939241
284,40.5717465525006
285,40.57165856943527
286,40.571779848265805
287,40.57162259969709
288,40.57180010966886
289,40.57168288102855
290,40.57164535623508
291,40.571702020995076
292,40.57177676043716
293,40.571725459312574
294,40.57181409931309
295,40.57165676068462
296,40.57172191791801
297,40.57178266610822
298,40.57180363999862
299,40.57171003658516
